"RecordID","CompanyName","CompanyOwner","CreateDate","PhoneNumber","City","CountryRegion","Industry","AnnualRevenue","CloseDate","FirstDealCreatedDate","LifecycleStage","PostalCode","RecentDealAmount","RecentDealCloseDate","StreetAddress","StreetAddress2","TimeZone","TotalMoneyRaised","Totalopendealvalue","AdditionalDomains"
"9366681752","Twinder","David Nachmann","2022-08-12 11:50","","New Haven","United States","","","","2010-07-20 00:00","Opportunity","6520","","","86879 Carpenter Hill","","","","",""
"9366677563","Twimbo","David Nachmann","2022-08-12 11:50","","New Orleans","United States","","495000.0","","","","70165","","","9734 Rutledge Hill","","","","",""
"9366363959","Twimm","David Nachmann","2022-08-12 11:50","","Houston","United States","","351000.0","","","","77206","","","9 Transport Alley","","","401000","",""
"9366677553","Tekfly","David Nachmann","2022-08-12 11:50","","Boca Raton","United States","","268000.0","","2002-12-21 00:00","Opportunity","33499","","","971 Manitowish Circle","","","","",""
"9366410135","Skyvu","David Nachmann","2022-08-12 11:50","","Omaha","United States","","","2003-09-21 00:00","2002-08-21 00:00","Customer","68114","1724.0","2003-09-21 00:00","7400 Dodge Street","","America/Chicago","","2471.0",""
"9366401901","Thoughtblab","David Nachmann","2022-08-12 11:50","","Berkeley","United States","","106000.0","2008-05-21 00:00","2022-08-12 12:23","Customer","94712","4795.0","2008-05-21 00:00","923 Westerfield Drive","","","","3370.0",""
"9366367602","Skippad","David Nachmann","2022-08-12 11:50","","","","","927000.0","2003-05-20 00:00","2002-11-20 00:00","Customer","","3140.0","2003-05-20 00:00","","","","386000","2734.0",""
"9366697594","Skalith","David Nachmann","2022-08-12 11:50","","","","","","2009-01-20 00:00","2006-05-20 00:00","Customer","","1749.0","2009-01-20 00:00","","","","","3146.0",""
"9366686475","Skinix","David Nachmann","2022-08-12 11:50","","Migrate","United States","","","2009-06-21 00:00","2022-08-12 12:23","Opportunity","41905","","","9241 Center Avenue","","","","",""
"9366689829","Quinu","David Nachmann","2022-08-12 11:50","","","","","779000.0","2001-07-22 00:00","2022-08-12 12:23","Opportunity","","","","","","","","769.0",""
"9366367588","Rhyzio","David Nachmann","2022-08-12 11:50","","","","","949000.0","2010-12-20 00:00","2009-08-20 00:00","Opportunity","","","","","","","379000","",""
"9366697634","Plambee","David Nachmann","2022-08-12 11:50","","Phoenix","United States","","608000.0","","2001-08-21 00:00","Opportunity","85015","","","7606 Starling Parkway","","","","3131.0",""
"9366401890","Quimm","David Nachmann","2022-08-12 11:50","","Springfield","United States","","178000.0","2009-03-21 00:00","2002-08-20 00:00","Customer","45505","2180.0","2009-03-21 00:00","4 American Ash Court","","","","",""
"9366714677","Photojam","David Nachmann","2022-08-12 11:50","","Nashville","United States","","268000.0","2006-11-20 00:00","2003-04-20 00:00","Opportunity","37228","","","5795 Clyde Gallagher Parkway","","","","233.0",""
"9366677554","Oyoyo","David Nachmann","2022-08-12 11:50","","San Jose","United States","","581000.0","","","","95128","","","1042 Sloan Junction","","Asia/Tokyo","","",""
"9366401876","Oyope","David Nachmann","2022-08-12 11:50","","Cleveland","United States","","","2002-10-21 00:00","2001-05-21 00:00","Customer","44125","4778.0","2002-10-21 00:00","4 Milwaukee Drive","","","","",""
"9366367577","Oodoo","David Nachmann","2022-08-12 11:50","","Ciudad de México","Mexico","","1000000.0","2004-10-20 00:00","2008-09-20 00:00","Opportunity","05348","","","664 EVERETT AVE","","America/Mexico_City","","405.0",""
"9366709683","Ntags","David Nachmann","2022-08-12 11:50","","","","","693000.0","2006-04-21 00:00","2005-12-21 00:00","Opportunity","","","","","","","","",""
"9366677551","Muxo","David Nachmann","2022-08-12 11:50","","","","","823000.0","2008-01-20 00:00","2010-09-20 00:00","Customer","","3122.0","2008-01-20 00:00","","","","","",""
"9366406035","Mycat","David Nachmann","2022-08-12 11:50","","Milwaukee","United States","","468000.0","2006-11-21 00:00","2022-08-12 12:23","Opportunity","53205","","","73230 Green Ridge Place","","","","",""
"9366681857","Miboo","David Nachmann","2022-08-12 11:50","","Ridgely","United States","","","2022-08-12 12:23","2022-08-12 12:23","Customer","21684","","","0777 Novick Avenue","","","","2847.0",""
"9366363963","Meezzy","David Nachmann","2022-08-12 11:50","","Kalamazoo","United States","","199000.0","2009-06-21 00:00","2004-11-20 00:00","Customer","49048","","","75 Kingsford Circle","","","","",""
"9366375438","MeejoMeemm","David Nachmann","2022-08-12 11:50","","","","","","2006-05-21 00:00","2022-08-12 12:23","Customer","","2313.0","2006-05-21 00:00","","","","","",""
"9366728809","Linktype","David Nachmann","2022-08-12 11:50","","San Antonio","United States","","990000.0","","","","78210","","","011 Glendale Lane","","","","",""
"9366410109","Linklinks","David Nachmann","2022-08-12 11:50","","Palo Alto","United States","","","2007-10-21 00:00","2022-08-12 12:23","Customer","94302","164.0","2007-10-21 00:00","006 Orin Center","","","","",""
"9366701833","Kaymbo","David Nachmann","2022-08-12 11:50","","Kansas City","United States","","237000.0","2006-07-20 00:00","2008-08-21 00:00","Customer","64144","","","30664 Sloan Circle","","","","",""
"9366681755","Kwilith","David Nachmann","2022-08-12 11:50","","","","","","2006-01-20 00:00","2022-08-12 12:23","Customer","","479.0","2006-01-20 00:00","","","","","",""
"9366714681","Jayo","David Nachmann","2022-08-12 11:50","","Los Angeles","United States","","777000.0","2009-08-20 00:00","2003-09-21 00:00","Opportunity","90101","","","7 Ridgeway Hill","","America/Chicago","","",""
"9366677561","Jetwire","David Nachmann","2022-08-12 11:50","","Henderson","United States","","366000.0","2022-08-12 12:18","2022-08-12 12:23","Customer","89074","","","5 Hermina Place","","","","1809.0",""
"9366677556","Jaxnation","David Nachmann","2022-08-12 11:50","","","","","779000.0","2010-05-21 00:00","2011-02-21 00:00","Customer","","","","","","","","2813.0",""
"9366398380","Jazzy","David Nachmann","2022-08-12 11:50","","","","","","2003-12-20 00:00","2002-07-20 00:00","Opportunity","","","","","","","","",""
"9366401878","Jabbertype","David Nachmann","2022-08-12 11:50","","Honolulu","United States","","863000.0","2003-04-20 00:00","2005-06-21 00:00","Customer","96815","2081.0","2003-04-20 00:00","471 Hansons Terrace","","","","",""
"9366372187","Jatri","David Nachmann","2022-08-12 11:50","","Albuquerque","United States","","","2011-10-20 00:00","2011-12-20 00:00","Customer","87201","","","5091 Pearson Trail","","","258000","",""
"9366372183","Innojam","David Nachmann","2022-08-12 11:50","","Brooklyn","United States","","170000.0","2009-09-20 00:00","2003-04-20 00:00","Opportunity","11236","","","7363 Hermina Terrace","","","251000","5935.0",""
"9366717841","Gabspot","David Nachmann","2022-08-12 11:50","","Boise","United States","","","2004-09-20 00:00","2003-10-20 00:00","Customer","83716","2383.0","2004-09-20 00:00","33 Messerschmidt Hill","","","","",""
"9366686472","Flipopia","David Nachmann","2022-08-12 11:50","","Des Moines","United States","","108000.0","2009-06-21 00:00","2022-08-12 12:23","Customer","50335","","","24794 American Ash Point","","","","",""
"9366410128","Gevee","David Nachmann","2022-08-12 11:50","","","","","436000.0","2012-01-21 00:00","2001-02-21 00:00","Customer","","896.0","2012-01-21 00:00","","","","","",""
"9366398371","Gabtune","David Nachmann","2022-08-12 11:50","","Yakima","United States","","","2006-12-20 00:00","2005-12-20 00:00","Customer","98907","3215.0","2006-12-20 00:00","988 Bonner Way","","","","",""
"9366717834","Fivebridge","David Nachmann","2022-08-12 11:50","","Arlington","United States","","277000.0","2011-10-20 00:00","2010-07-20 00:00","Opportunity","22234","","","1314 Commercial Hill","","","","",""
"9366701836","Flashset","David Nachmann","2022-08-12 11:50","","Washington","United States","","656000.0","","","","20073","","","97 Debs Street","","","","",""
"9366410115","Flashdog","David Nachmann","2022-08-12 11:50","","Jacksonville","United States","","","2007-10-20 00:00","2022-08-12 12:23","Customer","32230","3295.0","2007-10-20 00:00","8 Burrows Pass","","","","",""
"9366372200","Fivespan","David Nachmann","2022-08-12 11:50","","Harrisburg","United States","","","2007-09-21 00:00","2006-06-21 00:00","Customer","17105","","","74 Ruskin Lane","","","","",""
"9366406020","Fanoodle","David Nachmann","2022-08-12 11:50","","","","","","2002-02-21 00:00","2022-08-12 12:23","Opportunity","","","","","","","","",""
"9366367585","Feedmix","David Nachmann","2022-08-12 11:50","","Portsmouth","United States","","452000.0","","","","214","","","5105 Fremont Hill","","Asia/Manila","","",""
"9366395172","Eidel","David Nachmann","2022-08-12 11:50","","","","","843000.0","2006-12-21 00:00","2010-06-21 00:00","Customer","","1451.0","2006-12-21 00:00","","","","","",""
"9366375435","Einti","David Nachmann","2022-08-12 11:50","","Arlington","United States","","516000.0","2005-04-20 00:00","2011-05-20 00:00","Customer","76011","2470.0","2005-04-20 00:00","8831 Lake View Trail","","","","4858.0",""
"9366375431","Digitube","David Nachmann","2022-08-12 11:50","","New Delhi","India","","","2001-10-22 00:00","2002-06-21 00:00","Customer","110025","1595.0","2001-10-22 00:00","","","Asia/Kolkata","","",""
"9366728811","Devbug","David Nachmann","2022-08-12 11:50","","New Orleans","United States","","803000.0","2011-06-21 00:00","2022-08-12 12:23","Customer","70174","4718.0","2011-06-21 00:00","50098 Old Shore Junction","","","","",""
"9366701831","DabZ","David Nachmann","2022-08-12 11:50","","Monticello","United States","","882000.0","2004-04-21 00:00","2022-08-12 12:23","Opportunity","55590","","","4 Dayton Plaza","","Europe/London","","",""
"9366395137","Devify","David Nachmann","2022-08-12 11:50","","","","","","","2001-10-21 00:00","Opportunity","","","","","","","","",""
"9366740776","Dabfeed","David Nachmann","2022-08-12 11:50","","","","","801000.0","","","","","","","","","","","",""
"9366677570","Dabvine","David Nachmann","2022-08-12 11:50","","Chicago","United States","Computer Software","134000.0","","2008-02-21 00:00","Opportunity","60614","","","20194 Commercial Avenue","","","","6508.0",""
"9366697598","Bubbletube","David Nachmann","2022-08-12 11:50","","Phoenix","United States","","477000.0","2012-01-21 00:00","2022-08-12 12:23","Customer","85035","2104.0","2012-01-21 00:00","7432 Paget Hill","","","","",""
"9366686487","Centidel","David Nachmann","2022-08-12 11:50","","","","","180000.0","2011-05-21 00:00","2010-04-21 00:00","Customer","","","","","","","","",""
"9366686481","Camido","David Nachmann","2022-08-12 11:50","","Charlotte","United States","","","","2022-08-12 12:23","Opportunity","28272","","","16 Garrison Drive","","","","",""
"9366410116","Bubblebox","David Nachmann","2022-08-12 11:50","","New York","United States","Computer Games","947000.0","2007-08-21 00:00","2008-08-20 00:00","Opportunity","","","","","","America/New_York","","",""
"9366398366","Browsebug","David Nachmann","2022-08-12 11:50","","Denver","United States","","187000.0","2004-06-20 00:00","2004-12-21 00:00","Customer","80291","2317.0","2004-06-20 00:00","4428 Briar Crest Junction","","","","215.0",""
"9366701829","Brightbean","David Nachmann","2022-08-12 11:50","","","United States","","164000.0","","","","","","","","","","","",""
"9366681750","Browseblab","David Nachmann","2022-08-12 11:50","","","","","582000.0","2009-06-21 00:00","2002-02-21 00:00","Opportunity","","","","","","","","",""
"9366367599","Brainverse","David Nachmann","2022-08-12 11:50","","Providence","United States","","847000.0","2006-10-20 00:00","2022-08-12 12:23","Customer","2905","","","91844 Onsgard Circle","","","","",""
"9366714680","Blogspan","David Nachmann","2022-08-12 11:50","","","","","748000.0","2003-10-21 00:00","2006-03-21 00:00","Customer","","3618.0","2003-10-21 00:00","","","","","",""
"9366395149","Blogtags","David Nachmann","2022-08-12 11:50","","Albuquerque","United States","","409000.0","2009-12-21 00:00","2008-07-20 00:00","Opportunity","87201","","","2477 Ryan Trail","","","","2491.0",""
"9366372192","BlogXS","David Nachmann","2022-08-12 11:50","","Chesapeake","United States","","763000.0","2004-08-21 00:00","2003-12-21 00:00","Customer","23324","2963.0","2004-08-21 00:00","4 Memorial Alley","","","","",""
"9366395144","Avavee","David Nachmann","2022-08-12 11:50","","Chicago","United States","","","2008-01-20 00:00","2022-08-12 12:23","Opportunity","60681","","","890 Onsgard Hill","","","","4560.0",""
"9366740781","Agivu","David Nachmann","2022-08-12 11:50","","","","","562000.0","2005-06-21 00:00","2004-02-21 00:00","Customer","","2506.0","2005-06-21 00:00","","","","","4747.0",""
"9366395140","Avamm","David Nachmann","2022-08-12 11:50","","Cleveland","United States","","196000.0","2003-09-20 00:00","2002-07-20 00:00","Opportunity","44130","","","66 Buell Plaza","","","324000","116.0",""
"9366375440","Avamba","David Nachmann","2022-08-12 11:50","","Memphis","United States","","891000.0","","","","38131","","","114 Ludington Center","","","","",""
"9366401884","Abata","David Nachmann","2022-08-12 11:50","","","","","437000.0","2011-07-20 00:00","2005-09-20 00:00","Customer","","3624.0","2011-07-20 00:00","","","","","3302.0",""
